Nombre Artista,Reproducciones,Oyentes,Biografia,Artistas Similares,Tags,Ontour
Beach House,224286605,3278804,"Beach House is an American dream pop band that formed in 2004 in Baltimore, Maryland, United States. The group consists of Victoria Legrand  (vocals, organ), who is the niece of French composer Michel Legrand, Alex Scally, and as of 2022,  James Barone (drums, percussion, bass guitar). Since their formation, the group has released eight studio albums: Beach House (2006), Devotion (2008), Teen Dream (2010), Bloom (2012), Depression Cherry (2015), Thank Your Lucky Stars (2015), 7 (2018), and Once Twice Melody (2022). <a href=""https://www.last.fm/music/Beach+House"">Read more on Last.fm</a>","Alvvays, Slowdive, Melody's Echo Chamber, Castlebeat, Cocteau Twins","dream pop, indie pop, indie, Lo-Fi, Dreamy",0
AJR,49931480,1144499,"AJR is a New York City-based indie pop band composed of brothers Adam, Jack, and Ryan Met (born Metzger). The band is a DIY pop group who write, produce, and mix their own material in the living room of their Chelsea apartment. Their music style has been described as ""eclectic"", combining elements of pop, barbershop, electronic, and dubstep music. They have opened for Demi Lovato, Hoodie Allen and the Wanted. In Summer 2014 the band went on tour with Lindsey Stirling. <a href=""https://www.last.fm/music/AJR"">Read more on Last.fm</a>","The Astronomers, BoyWithUke, American Authors, Em Beihold, Ryan Mack","indie pop, pop, indie, indie rock, american",1
Julieta Venegas,19096803,758763,"Julieta Venegas (born November 24, 1970) is a successful Mexican singer and songwriter of Latin music. She was born in Long Beach, California, but raised in Tijuana, Baja California and has a twin sister Yvonne who is a photographer. She was a former member of the band ""Tijuana No"". Julieta plays numerous instruments including acoustic guitar, accordion, and keyboard. She won the 2004 Latin Grammy for Best Vocal Rock Album (Sí).
Albums. She is radicated in Mexico City <a href=""https://www.last.fm/music/Julieta+Venegas"">Read more on Last.fm</a>","Belanova, Ximena Sariñana, Natalia Lafourcade, Paulina Rubio, Paty Cantú","latin, female vocalists, pop, mexican, spanish",1
Adrián Pieragostino,101,34," <a href=""https://www.last.fm/music/Adri%C3%A1n+Pieragostino"">Read more on Last.fm</a>",,,0
Mumford & Sons,131693891,2569113,"Mumford & Sons is an English folk rock band formed in London, United Kingdom in 2007. The band consists of Marcus Mumford (lead vocals, electric guitar, acoustic guitar, drums), Ben Lovett (vocals, keyboards, piano), and Ted Dwane (vocals, bass guitar, double bass). Banjo player Winston Marshall left the band in 2021. 

Mumford & Sons has released four studio albums: Sigh No More (2009), Babel (2012), Wilder Mind (2015), and Delta (2018). Sigh No More peaked at number two on the UK Albums Chart and the Billboard 200 in the US <a href=""https://www.last.fm/music/Mumford+&+Sons"">Read more on Last.fm</a>","The Lumineers, Of Monsters and Men, Marcus Mumford, Vance Joy, Sons of the East","folk, indie, british, acoustic, bluegrass",1
Scorpions,83564061,2692603,"Scorpions is a German rock/heavy metal band formed in Hanover in 1965 by guitarist Rudolf Schenker. Since the band's inception, its musical style has ranged from hard rock, heavy metal and glam metal to soft rock. The lineup from 1978 to 1992 was the most successful incarnation of the group, and included Klaus Meine (vocals), Rudolf Schenker (rhythm guitar), Matthias Jabs (lead guitar), Francis Buchholz (bass), and Herman Rarebell (drums). The band's only continuous member has been Schenker <a href=""https://www.last.fm/music/Scorpions"">Read more on Last.fm</a>","UFO, Whitesnake, Rainbow, Europe, Judas Priest","hard rock, classic rock, heavy metal, rock, 80s",1
Juanes,20310910,1147855,"Juan Esteban Aristizábal Vásquez (born August 9, 1972), best known as Juanes, is a rock musician from Medellín, Colombia. When he was younger, his father started calling him Juanes, rather than Juan, a contraction of his two first names Juan and Esteban. As his friends grew to know him by this name, he chose to keep it for his musical career, which started when he, Andrés García, Fernando ""Toby"" Tobón and José David Lopera, formed the rock band Ekhymosis in 1988. <a href=""https://www.last.fm/music/Juanes"">Read more on Last.fm</a>","Bacilos, Carlos Vives, Fonseca, Maná, Diego Torres","latin, pop, spanish, rock, latino",1
Bruce Springsteen,141393559,3396692,"Bruce Frederick Joseph Springsteen (born September 23, 1949) is an American rock singer, songwriter, and guitarist. Nicknamed ""the Boss"", he has released 21 studio albums during a career spanning six decades, most of which feature his backing band, the E Street Band. Springsteen is a pioneer of heartland rock, a genre combining mainstream rock music with poetic and socially conscious lyrics that feature narratives primarily concerning working class American life. <a href=""https://www.last.fm/music/Bruce+Springsteen"">Read more on Last.fm</a>","Bruce Springsteen & The E Street Band, John Mellencamp, Tom Petty and The Heartbreakers, Billy Joel, Neil Young","rock, classic rock, singer-songwriter, folk, 80s",0
Wind & Fire,3624,899," <a href=""https://www.last.fm/music/+noredirect/Wind+&+Fire"">Read more on Last.fm</a>",,,0
Pearl Jam,240166064,4160609,"Pearl Jam is an American grunge/alternative rock band formed in Seattle, Washington, in 1990. The band's lineup consists of founding members Jeff Ament (bass guitar), Stone Gossard (rhythm guitar), Mike McCready (lead guitar), and Eddie Vedder (lead vocals, guitar), as well as Matt Cameron (drums), who joined in 1998. Keyboardist Boom Gaspar has also been a touring/session member with the band since 2002. Drummers Jack Irons, Dave Krusen, Matt Chamberlain, and Dave Abbruzzese are former members of the band. <a href=""https://www.last.fm/music/Pearl+Jam"">Read more on Last.fm</a>","Eddie Vedder, Temple of the Dog, Soundgarden, Stone Temple Pilots, Chris Cornell","Grunge, rock, alternative rock, 90s, alternative",0
Joaquín Sabina,7347729,230020,"Joaquín Ramón Martínez Sabina (Úbeda, Jaén, Spain, 12 February 1949), known artistically as Joaquín Sabina, is a singer - songwriter, and poet. He has released fourteen studio albums, two live albums, and three compilation albums. He has collaborated and composed songs for Ana Belén and Miguel Ríos amongst others.

Joaquín Sabina, is the second son of Adela Sabina del Campo and Jerónimo Martinez Gallego, which was a policeman. He attended <a href=""https://www.last.fm/music/+noredirect/Joaqu%C3%ADn+Sabina"">Read more on Last.fm</a>","Joan Manuel Serrat, Luis Eduardo Aute, Ismael Serrano, Miguel Ríos, Fito Y Fitipaldis","cantautor, spanish, singer-songwriter, rock, Spanish Rock",1
Lloyd,15304128,1471049,"1. Lloyd Polite, Jr. (born January 3, 1986 in New Orleans, Louisiana) is an American R&B singer, rapper, dancer and actor signed to a joint venture between Interscope, Polow da Don's label Zone 4 and his own label Young Goldie Music. First discovered at the age of 12 when in the group N-Toon with his brother, he released his debut solo album Southside in 2004. He followed this with 2007's Street Love and 2008's Lessons in Love. His fourth studio album, King of Hearts, was released July 2011. <a href=""https://www.last.fm/music/Lloyd"">Read more on Last.fm</a>","Jeremih, Trey Songz, J. Holiday, Jacquees, Bobby V.","rnb, Hip-Hop, lloyd, slow jams, rap",0
Aretha Franklin,50114094,2803940,"Aretha Franklin (March 25, 1942 - August 16, 2018) was a Memphis, Tennessee born and Detroit, Michigan reared American iconic gospel, soul, and R&B singer, songwriter and pianist. Many have called her ""The Queen Of Soul"" and ""Lady Soul"".

She is renowned for her soul and R&B recordings (on many, of which, she accompanied herself on keyboards and piano, a skill she learned at an early age, learning to play by ear, according to lifetime friend Smokey Robinson) but was also adept at jazz, rock, blues, pop, and gospel. <a href=""https://www.last.fm/music/Aretha+Franklin"">Read more on Last.fm</a>","Etta James, Otis Redding, Nina Simone, Gladys Knight & The Pips, Wilson Pickett","soul, jazz, female vocalists, blues, rhythm and blues",0
Leonard Cohen,80905743,2025725,"Leonard Norman Cohen (September 21, 1934 – November 7, 2016) was a Canadian songwriter  poet, singer, and novelist. His work explored religion, politics, isolation, sexuality, and romantic relationships. Cohen was inducted into the Canadian Music Hall of Fame, the Canadian Songwriters Hall of Fame, and the Rock and Roll Hall of Fame. He was invested as a Companion of the Order of Canada, the nation's highest civilian honour. In 2011, Cohen received one of the Prince of Asturias Awards for literature and the ninth Glenn Gould Prize. <a href=""https://www.last.fm/music/Leonard+Cohen"">Read more on Last.fm</a>","Bob Dylan, Tom Waits, Nick Cave & the Bad Seeds, Joan Baez, Lou Reed","folk, singer-songwriter, blues, Canadian, rock",0
Chayanne,6650362,484342,"Chayanne (born June 29, 1969)is a Latin Pop singer who was born as Elmer Figueroa de Arce in San Lorenzo, Puerto Rico.

Figueroa began using the artistic name of ""Chayanne"" when he was a little kid. He auditioned for Menudo, but was told that at the time that he was too young for the group. He didn't give up and he heard that Titi Soto was trying to create a new group that would compete with Menudo, and so he went and tried out. He was chosen for the group and his meteoric rise to the top began. <a href=""https://www.last.fm/music/Chayanne"">Read more on Last.fm</a>","Cristian Castro, Sin Bandera, Ricardo Arjona, Ricardo Montaner, Franco De Vita","latin, latin pop, chayanne, spanish, pop",1
Ellen Harper,25094,7768,"Ellen Harper is an American folk musician. The mother of American singer-songwriter Ben Harper, the two collaborated (as Ben & Ellen Harper) on the album, ""Childhood Home"", released on 6 May 2014.  <a href=""https://www.last.fm/music/Ellen+Harper"">Read more on Last.fm</a>","Pelotons, Cam Nacson, Death Vessel feat. Jónsi, Secret Suburbia, As Animals",,0
Shreya Ghoshal,3077502,167277,"Shreya Ghoshal (श्रेया घोषाल) is a 4-time National Film Award and 7-time Filmfare Award-winning Indian playback singer of Bengali origin. She won a national award for her debut song 'bairi piya' in Devdas and created history worthwhile.

Ghoshal grew up in the remote northwestern corner of Rajasthan, in the small township of Rawatbhata near the city of Kota. Her father works in Bhabha Atomic Research Center as an Engineer in <a href=""https://www.last.fm/music/Shreya+Ghoshal"">Read more on Last.fm</a>","Sonu Nigam, Arijit Singh, Sunidhi Chauhan, Pritam, Shankar Mahadevan","bollywood, Hindi, Indian, shreya ghoshal, female vocalists",0
Vance Joy,46241003,2272247,"Vance Joy (born James Keogh in Melbourne) is an Australian singer-songwriter. His debut EP God Loves You When You're Dancing was released in March 2013. The single ""Riptide"" became a success on Australian commercial radio and was certified Platinum by the Australian Record Industry Association (ARIA). It was followed up by Dream Your Life Away, his first full-length album, in 2014, featuring the 2 singles from ""God Loves You When Your Dancing"" alongside many new songs <a href=""https://www.last.fm/music/Vance+Joy"">Read more on Last.fm</a>","The Lumineers, Hollow Coves, The Head and the Heart, George Ezra, Mumford & Sons","folk, indie, australian, singer-songwriter, acoustic",1
Nicki Minaj,290411722,4527196,"Onika Tanya Maraj-Petty, born December 8th, 1982, is known professionally as Nicki Minaj. Minaj is a Trinidadian-born rapper and singer based in the United States of America. Nicki Minaj is most recognized for her musical versatility, alter egos, and the animated flow of her raps. She first gained underground attention after releasing her debut mixtape, Playtime Is Over. Nicki later released two more mixtapes before her debut album, Sucka Free and Beam Me Up Scotty. <a href=""https://www.last.fm/music/Nicki+Minaj"">Read more on Last.fm</a>","Young Money, JT, London On Da Track, City Girls, Yo Gotti","Hip-Hop, rap, rnb, pop, hip hop",0
